Version,Set,Item1,Item2,Item3,Item4
250,6,11,3,17,4
250,7,5,4,1,12
250,8,2,13,6,5
250,9,6,7,14,3
250,10,4,7,15,8
250,11,16,8,9,5
250,12,6,10,17,9
250,13,10,11,7,1
250,14,12,11,8,2
251,1,13,16,17,7
251,2,8,17,14,1
251,3,15,2,9,1
251,4,16,10,3,2
251,5,11,17,4,3
251,6,5,1,12,4
251,7,13,5,2,6
251,8,14,6,3,7
251,9,15,4,8,7
251,10,8,9,5,16
251,11,10,9,17,6
251,12,11,10,7,1
251,13,8,11,2,12
251,14,9,12,3,13
252,1,1,14,17,8
252,2,1,15,2,9
252,3,10,3,16,2
252,4,3,11,4,17
252,5,12,5,4,1
252,6,13,2,6,5
252,7,7,3,14,6
252,8,4,8,7,15
252,9,8,5,9,16
252,10,6,9,10,17
252,11,10,7,11,1
252,12,8,12,11,2
252,13,3,9,12,13
252,14,10,14,13,4
253,1,2,1,15,9
253,2,3,2,16,10
253,3,11,17,4,3
253,4,5,1,12,4
253,5,5,13,6,2
253,6,14,3,7,6
253,7,8,15,4,7
253,8,9,8,5,16
253,9,6,10,17,9
253,10,11,1,10,7
253,11,11,8,12,2
253,12,13,12,3,9
253,13,14,10,13,4
253,14,15,5,14,11
254,1,16,3,10,2
254,2,4,3,11,17
254,3,4,12,5,1
254,4,6,2,13,5
254,5,3,14,7,6
254,6,15,4,8,7
254,7,9,16,8,5
254,8,9,17,10,6
254,9,7,10,11,1
254,10,8,12,11,2
254,11,13,3,12,9
254,12,14,10,13,4
254,13,14,11,5,15
254,14,6,15,16,12
255,1,3,11,17,4
255,2,12,4,1,5
255,3,5,13,2,6
255,4,3,7,6,14
255,5,8,4,15,7
255,6,9,16,8,5
255,7,10,9,6,17
255,8,1,11,10,7
255,9,2,8,11,12
255,10,13,12,3,9
255,11,13,4,10,14
255,12,11,15,14,5
255,13,15,6,16,12
255,14,17,13,16,7
256,1,4,14,6,1
256,2,7,2,15,5
256,3,6,16,3,8
256,4,9,4,17,7
256,5,1,8,5,10
256,6,9,6,11,2
256,7,12,3,7,10
256,8,8,4,13,11
256,9,5,9,12,14
256,10,15,6,10,13
256,11,14,16,7,11
256,12,17,12,15,8
256,13,9,1,16,13
256,14,2,14,10,17
257,1,2,15,7,5
257,2,8,3,6,16
257,3,7,4,9,17
257,4,10,8,5,1
257,5,6,2,9,11
257,6,10,7,3,12
257,7,11,13,8,4
257,8,5,12,9,14
257,9,15,13,6,10
257,10,11,16,14,7
257,11,17,15,8,12
257,12,16,9,13,1
257,13,14,10,2,17
257,14,11,15,1,3
258,1,16,3,6,8
258,2,17,9,7,4
258,3,1,10,5,8
258,4,9,2,11,6
258,5,10,3,7,12
258,6,4,13,8,11
258,7,9,5,14,12
258,8,10,13,6,15
258,9,11,14,16,7
258,10,17,12,8,15
258,11,13,9,16,1
258,12,14,17,2,10
258,13,11,1,3,15
258,14,12,4,16,2
259,1,7,17,9,4
259,2,10,5,8,1
259,3,11,9,2,6
259,4,12,3,10,7
259,5,11,13,8,4
259,6,5,14,9,12
259,7,10,13,6,15
259,8,14,7,11,16
259,9,12,8,17,15
259,10,9,1,13,16
259,11,10,17,14,2
259,12,11,3,1,15
259,13,12,4,2,16
259,14,5,17,13,3
260,1,8,1,10,5
260,2,9,6,11,2
260,3,3,7,12,10
260,4,4,11,8,13
260,5,5,12,14,9
260,6,13,10,6,15
260,7,7,11,16,14
260,8,15,12,8,17
260,9,1,9,16,13
260,10,10,2,14,17
260,11,15,11,1,3
260,12,2,4,16,12
260,13,5,3,17,13
260,14,4,14,6,1
261,1,9,2,6,11
261,2,3,12,10,7
261,3,13,4,8,11
261,4,9,12,14,5
261,5,10,15,6,13
261,6,14,16,11,7
261,7,12,17,15,8
261,8,16,13,9,1
261,9,17,2,10,14
261,10,15,3,1,11
261,11,4,2,16,12
261,12,13,17,5,3
261,13,1,14,4,6
261,14,15,7,2,5
262,1,12,7,3,10
262,2,13,8,11,4
262,3,12,9,14,5
262,4,13,6,15,10
262,5,11,14,7,16
262,6,8,12,17,15
262,7,16,13,9,1
262,8,10,2,17,14
262,9,1,15,3,11
262,10,12,16,4,2
262,11,17,13,3,5
262,12,14,1,6,4
262,13,5,15,7,2
262,14,8,6,3,16
263,1,4,11,8,13
263,2,5,9,14,12
263,3,15,10,6,13
263,4,7,11,16,14
263,5,8,17,12,15
263,6,13,9,1,16
263,7,2,17,10,14
263,8,1,3,11,15
263,9,12,4,16,2
263,10,5,13,3,17
263,11,1,6,4,14
263,12,2,5,7,15
263,13,6,8,3,16
263,14,7,9,4,17
264,1,9,12,14,5
264,2,6,10,15,13
264,3,14,16,7,11
264,4,17,8,15,12
264,5,9,13,16,1
264,6,10,14,17,2
264,7,3,15,11,1
264,8,2,16,12,4
264,9,3,13,17,5
264,10,6,14,4,1
264,11,7,15,5,2
264,12,16,6,3,8
264,13,7,4,17,9
264,14,1,10,5,8
265,1,10,13,15,6
265,2,16,14,11,7
265,3,12,17,8,15
265,4,16,13,1,9
265,5,2,17,14,10
265,6,15,1,3,11
265,7,2,16,12,4
265,8,17,13,5,3
265,9,4,6,1,14
265,10,15,5,7,2
265,11,6,8,16,3
265,12,17,9,4,7
265,13,5,8,10,1
265,14,6,9,11,2
266,1,16,11,7,14
266,2,15,8,17,12
266,3,16,9,1,13
266,4,17,2,10,14
266,5,3,1,15,11
266,6,12,4,2,16
266,7,17,13,3,5
266,8,14,4,6,1
266,9,7,2,15,5
266,10,3,6,16,8
266,11,17,7,4,9
266,12,10,1,5,8
266,13,6,11,9,2
266,14,3,12,7,10
267,1,15,8,17,12
267,2,13,9,16,1
267,3,10,2,14,17
267,4,1,3,11,15
267,5,4,16,12,2
267,6,5,17,13,3
267,7,6,4,14,1
267,8,5,7,2,15
267,9,8,16,3,6
267,10,9,4,7,17
267,11,8,1,10,5
267,12,11,2,6,9
267,13,3,7,12,10
267,14,4,13,8,11
268,1,1,16,13,9
268,2,2,14,17,10
268,3,11,3,1,15
268,4,12,16,4,2
268,5,17,3,13,5
268,6,6,14,1,4
268,7,7,15,5,2
268,8,8,6,16,3
268,9,17,4,7,9
268,10,10,5,1,8
268,11,9,11,2,6
268,12,3,7,10,12
268,13,13,11,8,4
268,14,12,14,9,5
269,1,2,10,17,14
269,2,3,11,1,15
269,3,4,16,2,12
269,4,17,13,3,5
269,5,6,14,1,4
269,6,15,5,7,2
269,7,16,8,6,3
269,8,4,17,7,9
269,9,5,8,1,10
269,10,11,2,6,9
269,11,10,7,12,3
269,12,8,4,13,11
269,13,14,9,5,12
269,14,6,10,13,15
270,1,15,3,11,1
270,2,16,4,12,2
270,3,5,13,3,17
270,4,1,6,4,14
270,5,2,7,5,15
270,6,8,3,16,6
270,7,4,7,17,9
270,8,10,8,1,5
270,9,9,6,11,2
270,10,3,10,12,7
270,11,8,4,11,13
270,12,9,5,12,14
270,13,10,15,13,6
270,14,16,7,11,14
271,1,2,16,12,4
271,2,13,3,17,5
271,3,6,1,4,14
271,4,2,5,7,15
271,5,8,3,6,16
271,6,4,17,9,7
271,7,10,1,5,8
271,8,11,9,2,6
271,9,3,10,12,7
271,10,13,8,4,11
271,11,5,12,9,14
271,12,13,15,10,6
271,13,11,14,16,7
271,14,8,17,15,12
272,1,17,3,5,13
272,2,6,1,4,14
272,3,5,15,7,2
272,4,8,16,3,6
272,5,17,9,7,4
272,6,8,10,5,1
272,7,9,2,11,6
272,8,10,7,3,12
272,9,11,8,4,13
272,10,5,12,14,9
272,11,10,13,6,15
272,12,7,16,11,14
272,13,15,12,17,8
272,14,9,13,16,1
